zip_code,population,median_income,median_age
29745,34352.0,73416.0,42.5
29801,30148.0,52973.0,39.7
29803,38849.0,77868.0,48.4
29805,5113.0,76064.0,47.6
29809,2326.0,55667.0,40.2
29810,3651.0,23915.0,46.5
29812,10773.0,42038.0,39.7
29816,973.0,43771.0,36.2
29817,4392.0,41406.0,40.8
29819,1328.0,55554.0,45.3
29821,1019.0,93000.0,45.5
29824,7637.0,48643.0,42.0
29826,219.0,19233.0,56.2
29827,3812.0,45520.0,42.5
29828,672.0,39375.0,45.4
29829,11396.0,62500.0,34.2
29831,4435.0,47289.0,41.4
29832,5514.0,45437.0,43.0
29834,827.0,48627.0,25.3
29835,6149.0,55313.0,61.9
29836,276.0,,63.5
29838,714.0,91184.0,51.3
29840,379.0,41715.0,61.4
29841,32505.0,64079.0,41.6
29842,7896.0,56816.0,37.0
29843,1174.0,50170.0,41.7
29844,112.0,39531.0,65.0
29845,1155.0,55214.0,55.0
29847,5060.0,56250.0,36.3
29848,839.0,50463.0,55.2
29849,334.0,49435.0,23.9
29851,8773.0,57696.0,34.8
29853,6205.0,43934.0,41.2
29856,3064.0,47036.0,37.8
29860,17149.0,88591.0,44.0
29899,860.0,,45.5
29902,16999.0,73228.0,33.3
29904,1164.0,,21.6
29905,1082.0,,20.9
29906,25772.0,60041.0,28.8
29907,14580.0,85203.0,41.4
29909,23490.0,86159.0,69.7
29910,47927.0,92421.0,41.6
29911,1475.0,39855.0,46.7
29915,569.0,146349.0,57.6
29916,1799.0,75065.0,38.2
29918,4776.0,33496.0,39.5
29920,10482.0,69025.0,54.4
29921,510.0,76667.0,30.5
29922,1092.0,34130.0,39.0
29923,201.0,32833.0,47.5
29924,4609.0,46006.0,41.0
29926,25384.0,95090.0,57.4
29927,10297.0,69635.0,39.3
29928,14680.0,95070.0,64.0
29929,982.0,56170.0,42.6
29932,283.0,48571.0,26.4
29934,457.0,49302.0,42.7
29935,4594.0,71364.0,36.5
29936,13123.0,43627.0,38.3
29939,106.0,,51.9
29940,3958.0,48226.0,52.2
29941,150.0,112443.0,71.4
29943,515.0,,43.0
29944,4393.0,40707.0,38.7
29945,4165.0,50222.0,48.1
30002,5856.0,86836.0,40.7
30004,66406.0,136124.0,39.0
30005,40260.0,162808.0,39.4
30008,34331.0,68218.0,35.1
30009,21281.0,135081.0,41.8
30011,20978.0,85274.0,32.9
30012,33445.0,56825.0,36.5
30013,25812.0,70987.0,39.4
30014,40892.0,68163.0,37.0
30016,59179.0,70933.0,35.1
30017,24463.0,109890.0,40.3
30018,104.0,,30.4
30019,46553.0,111033.0,39.8
30021,26684.0,50020.0,25.7
30022,65985.0,145351.0,42.4
30024,85442.0,135679.0,39.6
30025,11237.0,88732.0,42.6
30028,34549.0,126485.0,37.5
30030,31984.0,117774.0,38.9
30032,44682.0,54787.0,37.9
30033,30971.0,105260.0,39.1
30034,42607.0,59067.0,44.6
30035,23119.0,53780.0,36.0
30038,41633.0,68650.0,37.4
30039,50725.0,87792.0,39.2
30040,77848.0,128052.0,38.9
30041,73865.0,135591.0,39.8
30043,88050.0,90738.0,35.9
30044,100056.0,74244.0,32.3
30045,46943.0,95554.0,33.7
30046,39968.0,59225.0,33.2
30047,67675.0,85985.0,38.6
30052,74564.0,86512.0,36.0
30054,12234.0,71370.0,40.9
30055,3551.0,84881.0,42.6
30056,2354.0,67917.0,43.9
30058,63647.0,63316.0,34.1
30060,39125.0,58782.0,31.2
30062,62958.0,124665.0,41.0
30064,50997.0,114496.0,40.6
30066,60795.0,108309.0,39.3
30067,46595.0,72083.0,33.4
30068,33866.0,143077.0,44.1
30070,37.0,41964.0,56.2
30071,25757.0,62262.0,31.8
30072,779.0,63929.0,42.4
30075,57032.0,148740.0,43.4
30076,46089.0,104658.0,37.8
30078,41998.0,87529.0,37.6
30079,4592.0,60859.0,32.1
30080,53116.0,85061.0,35.1
30082,26080.0,101118.0,37.3
30083,60937.0,51017.0,33.5
30084,39256.0,79693.0,41.8
30087,38858.0,92753.0,44.3
30088,30286.0,59435.0,37.1
30092,36674.0,72707.0,35.3
30093,49072.0,48489.0,30.9
30094,33743.0,77833.0,40.1
30096,69456.0,69705.0,36.5
30097,45887.0,122285.0,43.3
30101,62284.0,103205.0,38.0
30102,43870.0,85869.0,35.1
30103,14654.0,73012.0,40.9
30104,5310.0,67069.0,37.1
30105,2364.0,77888.0,48.5
30106,23977.0,65447.0,36.0
30107,17294.0,99726.0,40.3
30108,7020.0,51135.0,43.6
30110,13824.0,70577.0,38.6
30113,5969.0,71087.0,37.8
30114,58021.0,93800.0,38.7
30115,52512.0,109443.0,40.1
30116,23204.0,67362.0,35.5
30117,37101.0,54276.0,34.0
30118,1093.0,,19.7
30120,42091.0,80370.0,37.3
30121,25593.0,73200.0,36.1
30122,26216.0,56196.0,34.2
30124,2700.0,75406.0,47.1
30125,23615.0,49507.0,37.1
30126,42865.0,94399.0,37.6
30127,71642.0,97834.0,40.9
30132,48887.0,97411.0,36.6
30134,45121.0,68193.0,35.7
30135,67299.0,89336.0,37.6
30137,1958.0,76250.0,36.5
30139,4777.0,63274.0,40.2
30141,25416.0,82791.0,37.7
30143,24960.0,75567.0,49.2
30144,58836.0,82665.0,32.8
30145,9166.0,76789.0,41.4
30147,4730.0,60113.0,34.4
30148,1120.0,89773.0,56.4
30149,1821.0,,19.6
30152,43865.0,119133.0,41.5
30153,17470.0,53094.0,39.8
30157,50946.0,84973.0,35.3
30161,34314.0,55496.0,40.2
30165,42146.0,58553.0,36.7
30168,24599.0,63956.0,33.8
30170,3222.0,72708.0,37.3
30171,2602.0,83750.0,41.2
30173,6590.0,47158.0,34.7
30175,5828.0,63525.0,43.0
30176,7543.0,56992.0,39.7
30177,1187.0,,56.5
30178,3607.0,63853.0,49.7
30179,17351.0,74773.0,38.6
30180,42481.0,87582.0,35.5
30182,3637.0,55235.0,47.6
30183,6512.0,92083.0,50.2
30184,6952.0,102019.0,39.5
30185,4200.0,54286.0,40.0
30187,7767.0,92671.0,45.8
30188,64757.0,100467.0,39.9
30189,40946.0,104295.0,40.2
30204,13329.0,58867.0,36.0
30205,3284.0,114479.0,47.4
30206,3250.0,81503.0,44.3
30213,47395.0,83756.0,33.6
30214,31483.0,84020.0,42.0
30215,38949.0,113381.0,41.5
30216,2082.0,69643.0,50.3
30217,9057.0,60085.0,41.6
30218,1653.0,63973.0,43.3
30220,4839.0,81250.0,36.6
30222,4982.0,58977.0,39.8
30223,36907.0,51542.0,41.7
30224,29279.0,68835.0,36.1
30228,51378.0,78490.0,35.4
30229,44.0,23676.0,68.1
30230,9746.0,53444.0,39.7
30233,25810.0,67823.0,36.9
30234,1935.0,44849.0,54.3
30236,52530.0,65660.0,32.5
30238,42396.0,59701.0,32.6
30240,30332.0,57589.0,39.0
30241,25274.0,50647.0,34.6
30248,31940.0,80151.0,36.1
30250,515.0,,35.6
30251,2137.0,53512.0,52.0
30252,48271.0,98582.0,37.5
30253,60539.0,80697.0,33.7
30256,2612.0,88125.0,45.2
30257,3904.0,73721.0,38.9
30258,2899.0,57804.0,47.9
30259,3994.0,100893.0,35.3
30260,28576.0,53809.0,30.7
30263,59462.0,74853.0,38.4
30265,37872.0,102653.0,39.4
30268,10616.0,71184.0,38.9
30269,39341.0,110821.0,43.9
30273,17089.0,63380.0,36.8
30274,34479.0,50337.0,34.1
30275,427.0,77800.0,21.6
30276,18421.0,99764.0,39.1
30277,22111.0,116257.0,43.8
30281,70433.0,67855.0,38.4
30284,6.0,,
30285,920.0,75469.0,39.0
30286,24156.0,48346.0,40.2
30288,7738.0,48839.0,42.6
30289,46.0,250001.0,62.2
30290,9128.0,110380.0,43.4
30291,25024.0,45290.0,33.3
30292,6015.0,78345.0,38.5
30293,1906.0,52784.0,50.5
30294,42594.0,73608.0,39.2
30295,4972.0,77260.0,35.3
30296,26960.0,58799.0,35.9
30297,28836.0,44267.0,30.5
30303,5974.0,,22.0
30305,26565.0,103982.0,38.2
30306,24493.0,120679.0,38.3
30307,21266.0,140417.0,36.3
30308,23377.0,78429.0,31.4
30309,29600.0,110303.0,32.5
30310,25847.0,45641.0,36.0
30311,32935.0,46988.0,41.2
30312,26263.0,70540.0,32.1
30313,12119.0,64514.0,21.8
30314,22835.0,32374.0,29.8
30315,34941.0,36436.0,35.0
30316,33773.0,91135.0,36.5
30317,15110.0,105785.0,35.9
30318,59559.0,69640.0,30.6
30319,45025.0,127776.0,36.7
30322,2387.0,,20.0
30324,29299.0,90455.0,34.7
30326,8379.0,110208.0,34.0
30327,22585.0,173761.0,46.5
30328,39026.0,101186.0,38.9
30329,25986.0,69912.0,30.4
30331,64295.0,60748.0,37.7
30332,2743.0,,20.1
30336,354.0,51415.0,39.1
30337,11570.0,49558.0,33.8
30338,39098.0,123125.0,38.2
30339,34292.0,97106.0,33.5
30340,30945.0,57564.0,34.0
30341,32582.0,75104.0,33.1
30342,33154.0,115779.0,33.3
30344,35302.0,58710.0,34.7
30345,24437.0,101875.0,38.2
30346,4574.0,68350.0,33.9
30349,78431.0,58713.0,33.7
30350,36651.0,77116.0,37.6
30354,15002.0,51424.0,35.1
30360,15644.0,88875.0,34.5
30363,3277.0,103879.0,33.2
30401,14060.0,49292.0,34.8
30410,1556.0,65208.0,49.3
30411,4845.0,43218.0,37.0
30412,123.0,48125.0,65.8
30413,1288.0,44427.0,55.1
30414,60.0,,49.1
30415,5593.0,66350.0,44.2
30417,11303.0,56236.0,36.9
30420,1755.0,50214.0,43.1
30421,2827.0,51290.0,40.5
30423,23.0,17000.0,71.3
30425,1811.0,59033.0,36.2
30426,938.0,78635.0,44.3
30427,11183.0,59324.0,39.1
30428,2727.0,43008.0,29.7
30429,149.0,41375.0,21.0
30434,5265.0,43750.0,40.0
30436,11233.0,45214.0,38.6
30439,10486.0,46388.0,41.4
30441,1920.0,37500.0,38.3
30442,8348.0,31579.0,43.7
30445,3582.0,35906.0,32.6
30446,1859.0,70833.0,39.6
30448,11.0,,53.2
30449,29.0,,32.3
30450,2284.0,53036.0,43.7
30451,22.0,,20.8
30452,1607.0,51083.0,43.0
30453,9828.0,44942.0,35.8
30454,414.0,47368.0,58.8
30455,571.0,43583.0,55.5
30456,1990.0,51083.0,45.5
30457,5224.0,31269.0,45.3
30458,47707.0,46451.0,23.7
30461,16803.0,69790.0,38.7
30464,241.0,80714.0,19.6
30467,11801.0,44701.0,42.0
30470,1216.0,70650.0,36.9
30471,4228.0,38179.0,42.8
30473,2698.0,68000.0,42.4
30474,16976.0,51580.0,35.8
30477,2836.0,40642.0,41.1
30501,31619.0,58777.0,33.4
30504,28340.0,67046.0,32.6
30506,43683.0,88691.0,45.4
30507,31356.0,72119.0,34.6
30510,8822.0,47420.0,36.4
30511,3230.0,74115.0,41.3
30512,23538.0,61169.0,55.0
30513,11873.0,55648.0,55.3
30516,2017.0,72593.0,42.3
30517,17704.0,104314.0,36.4
30518,56151.0,94079.0,35.9
30519,56661.0,98228.0,37.8
30520,4822.0,58981.0,30.8
30521,5456.0,58869.0,37.7
30522,592.0,71406.0,65.6
30523,12936.0,73131.0,49.6
30525,7398.0,57475.0,50.7
30527,3976.0,92273.0,43.2
30528,24108.0,66401.0,43.1
30529,12429.0,62772.0,36.3
30530,7556.0,59881.0,38.8
30531,11199.0,54688.0,37.1
30533,26993.0,65902.0,37.0
30534,31721.0,84601.0,41.8
30535,8707.0,50545.0,34.4
30536,9717.0,70080.0,45.2
30537,1237.0,42292.0,63.3
30538,3568.0,51789.0,47.8
30539,141.0,25096.0,53.5
30540,19846.0,71806.0,50.3
30541,1483.0,88922.0,62.6
30542,37885.0,88531.0,40.8
30543,5561.0,74908.0,34.0
30545,948.0,72604.0,57.0
30546,7904.0,55076.0,60.9
30547,3187.0,87386.0,36.3
30548,22606.0,107727.0,42.8
30549,30371.0,90876.0,38.2
30552,1597.0,53125.0,50.2
30553,8245.0,53786.0,44.4
30554,8709.0,69292.0,41.4
30555,2353.0,36875.0,45.5
30557,5107.0,63261.0,43.5
30558,5139.0,51977.0,48.2
30559,5407.0,55441.0,47.3
30560,4190.0,51053.0,55.9
30562,722.0,45938.0,36.5
30563,6257.0,78594.0,37.3
30564,5117.0,72985.0,42.8
30565,4796.0,56471.0,43.0
30566,8643.0,63375.0,32.6
30567,4644.0,71000.0,33.3
30568,2272.0,70511.0,44.2
30571,3344.0,64185.0,57.8
30572,958.0,60104.0,62.2
30573,114.0,,65.7
30575,1803.0,78250.0,34.7
30576,3203.0,72500.0,46.0
30577,22058.0,51988.0,41.3
30581,114.0,,75.1
30582,5116.0,59224.0,48.4
30597,1164.0,,19.6
30598,70.0,,19.6
30601,23524.0,36319.0,27.3
30602,1433.0,,19.1
30605,42360.0,46701.0,26.8
30606,47603.0,58727.0,33.9
30607,10368.0,57455.0,36.7
30609,3529.0,,19.2
30619,1547.0,71932.0,42.0
30620,15375.0,77833.0,34.0
30621,5959.0,109259.0,41.6
30622,11586.0,128571.0,38.7
30623,126.0,,46.3
30624,3731.0,68289.0,39.9
30625,2362.0,80063.0,54.6
30627,2794.0,70571.0,36.9
30628,6558.0,62035.0,37.8
30629,4990.0,50733.0,43.6
30630,2247.0,39948.0,39.7
30631,1706.0,46127.0,47.4
30633,8167.0,48815.0,40.4
30634,2034.0,48314.0,40.5
30635,15097.0,44933.0,43.5
30639,37.0,,31.5
30641,1608.0,66103.0,50.2
30642,14458.0,83592.0,53.6
30643,16189.0,60331.0,48.4
30646,8173.0,60545.0,41.9
30648,3131.0,68911.0,43.3
30650,13525.0,80276.0,40.5
30655,28081.0,65622.0,35.4
30656,17812.0,86976.0,41.6
30660,1117.0,85417.0,33.0
30662,8325.0,54070.0,41.8
30663,3200.0,63000.0,45.0
30664,6.0,,
30665,187.0,20577.0,48.3
30666,10133.0,81150.0,36.4
30667,780.0,47941.0,56.3
30668,2543.0,53417.0,40.4
30669,3076.0,51818.0,39.7
30673,6089.0,51186.0,52.4
30677,20833.0,101224.0,41.1
30678,1260.0,49224.0,46.0
30680,46599.0,74081.0,37.4
30683,8152.0,71351.0,43.1
30701,42396.0,58209.0,36.8
30705,33581.0,61990.0,38.8
30707,17228.0,63250.0,40.0
30708,342.0,55521.0,49.1
30710,7265.0,68227.0,40.7
30711,3571.0,62237.0,35.3
30720,26530.0,64034.0,37.5
30721,53067.0,51775.0,35.3
30724,49.0,,32.6
30725,4952.0,68056.0,41.7
30728,18735.0,46702.0,40.7
30730,1800.0,46603.0,45.3
30731,2421.0,45909.0,41.6
30733,2375.0,51893.0,45.6
30734,2971.0,52917.0,43.7
30735,6645.0,56791.0,41.2
30736,43636.0,81445.0,41.5
30738,3423.0,53228.0,44.6
30739,7531.0,70302.0,39.9
30740,7951.0,76088.0,42.9
30741,28380.0,47850.0,44.6
30742,7675.0,44294.0,40.8
30746,1320.0,80769.0,54.8
30747,14578.0,42820.0,43.5
30750,4515.0,99150.0,28.4
30751,101.0,,8.4
30752,9071.0,55083.0,44.6
30753,8343.0,47017.0,36.2
30755,11199.0,69993.0,32.9
30756,22.0,14306.0,46.5
30757,1716.0,64561.0,56.7
30802,6652.0,82853.0,47.3
30803,1030.0,54630.0,38.8
30805,2856.0,49167.0,36.5
30807,243.0,62895.0,38.6
30808,4072.0,49964.0,36.3
30809,52186.0,125020.0,40.4
30810,2077.0,66484.0,43.4
30812,362.0,,79.0
30813,48866.0,81133.0,32.9
30814,10237.0,72977.0,36.3
30815,42958.0,62081.0,36.0
30816,1978.0,33992.0,54.3
30817,7670.0,48684.0,46.6
30818,469.0,,30.9
30820,845.0,42250.0,47.2
30821,1014.0,41284.0,54.6
30823,1539.0,55170.0,41.5
30824,17446.0,55540.0,38.9
30828,3700.0,46324.0,43.1
30830,14388.0,52202.0,35.2
30833,3783.0,42361.0,39.4
30901,16320.0,22282.0,37.9
30904,25377.0,41189.0,35.1
30905,7853.0,69511.0,22.2
30906,62166.0,44271.0,34.1
30907,47624.0,77831.0,39.8
30909,43729.0,64647.0,36.2
31001,4299.0,39258.0,39.7
31002,2872.0,57781.0,42.9
31003,113.0,37083.0,71.2
31005,21558.0,99722.0,34.7
31006,4434.0,42886.0,43.7
31007,869.0,48603.0,51.8
31008,21083.0,79957.0,42.1
31009,1504.0,47453.0,33.7
31011,655.0,68625.0,41.3
31012,2210.0,65313.0,41.0
31014,13086.0,55207.0,36.7
31015,19049.0,45578.0,39.9
31016,2026.0,52500.0,51.0
31017,1489.0,60017.0,59.9
31018,2817.0,40644.0,39.2
31019,2935.0,53571.0,39.3
31020,1680.0,37298.0,49.5
31021,27169.0,46258.0,41.3
31022,1897.0,48889.0,38.8
31023,14404.0,45084.0,41.4
31024,21165.0,60102.0,47.8
31025,1281.0,135000.0,43.7
31027,11115.0,46020.0,35.6
31028,6496.0,72265.0,37.4
31029,17227.0,70177.0,41.5
31030,17936.0,54322.0,34.9
31031,6749.0,47500.0,34.1
31032,14626.0,69741.0,39.8
31033,2491.0,73750.0,47.9
31034,100.0,,18.9
31035,1070.0,46875.0,46.8
31036,10601.0,43665.0,44.2
31037,3531.0,51625.0,40.2
31038,851.0,66406.0,66.3
31041,841.0,24539.0,38.5
31042,1391.0,33806.0,47.2
31044,2674.0,33558.0,47.2
31045,34.0,,
31046,3750.0,84792.0,38.3
31047,18342.0,112738.0,38.0
31049,1640.0,55952.0,44.3
31050,1003.0,46789.0,60.4
31051,115.0,24643.0,20.8
31052,8961.0,76509.0,44.7
31054,1307.0,67692.0,37.9
31055,6535.0,38083.0,37.5
31057,1529.0,23935.0,53.7
31058,1834.0,34773.0,40.1
31060,1722.0,45000.0,45.4
31061,41462.0,54391.0,36.2
31062,45.0,,20.4
31063,4484.0,48184.0,40.2
31064,9662.0,53006.0,41.0
31065,1357.0,59830.0,49.2
31066,1224.0,78537.0,50.3
31067,275.0,72500.0,61.1
31068,4754.0,23946.0,36.9
31069,22168.0,66485.0,39.3
31070,868.0,80625.0,48.4
31071,1221.0,39875.0,44.8
31072,1204.0,61713.0,44.1
31075,2723.0,43455.0,44.0
31076,2735.0,40560.0,42.9
31077,947.0,35078.0,42.3
31078,2994.0,25682.0,46.1
31079,2719.0,49000.0,45.3
31081,39.0,45625.0,75.2
31082,10333.0,47449.0,40.2
31083,264.0,46250.0,32.5
31085,1267.0,42639.0,50.6
31087,8744.0,29970.0,47.8
31088,58298.0,80716.0,34.0
31089,4020.0,40217.0,40.3
31090,1201.0,65221.0,58.1
31091,4414.0,72321.0,44.9
31092,4977.0,52665.0,41.4
31093,25566.0,45619.0,37.0
31094,961.0,38672.0,39.8
31096,7382.0,43578.0,40.9
31097,1272.0,63808.0,53.3
31098,3261.0,84444.0,26.5
31201,7492.0,21642.0,32.8
31204,32285.0,40228.0,34.8
31206,25919.0,28915.0,32.3
31207,1645.0,,20.2
31210,33333.0,76214.0,37.3
31211,14530.0,47560.0,40.6
31216,17190.0,67073.0,43.3
31217,16937.0,41145.0,40.7
31220,16335.0,86141.0,41.0
31301,4196.0,46618.0,35.1
31302,8420.0,62773.0,48.1
31303,2009.0,,59.7
31305,5085.0,42799.0,53.1
31307,1566.0,97857.0,32.3
31308,8550.0,62500.0,39.9
31309,640.0,49844.0,51.3
31312,24235.0,92114.0,34.9
31313,42281.0,55579.0,29.4
31314,1855.0,,21.9
31315,7835.0,48538.0,21.4
31316,12726.0,59841.0,34.7
31318,451.0,58125.0,32.4
31320,9775.0,65306.0,36.0
31321,7669.0,68689.0,37.0
31322,27465.0,90019.0,39.5
31323,1478.0,44167.0,48.7
31324,34004.0,104411.0,34.4
31326,23050.0,76960.0,35.7
31327,26.0,,
31328,3369.0,99729.0,61.0
31329,9295.0,62051.0,34.7
31331,5974.0,54543.0,51.7
31333,154.0,,56.9
31401,20421.0,49881.0,28.0
31404,32516.0,45872.0,35.6
31405,37751.0,54197.0,37.0
31406,34090.0,62698.0,37.0
31407,21314.0,77270.0,32.2
31408,11465.0,46635.0,35.8
31409,630.0,,21.5
31410,23676.0,89316.0,42.9
31411,9387.0,119670.0,66.3
31415,12126.0,35753.0,33.3
31419,58073.0,66078.0,35.7
31421,22.0,,
31501,13703.0,38633.0,38.2
31503,22394.0,50559.0,38.2
31510,9113.0,44438.0,38.8
31512,2212.0,72500.0,37.3
31513,15910.0,42244.0,39.5
31516,15495.0,56825.0,40.0
31518,810.0,48807.0,40.7
31519,3460.0,45938.0,41.3
31520,22264.0,35181.0,37.8
31522,17453.0,99738.0,58.4
31523,14193.0,86178.0,44.3
31525,29500.0,64856.0,36.7
31527,946.0,72689.0,59.7
31532,595.0,31053.0,47.5
31533,17049.0,45223.0,33.3
31535,12332.0,49379.0,36.0
31537,10155.0,46159.0,39.4
31539,14291.0,41219.0,39.6
31542,2906.0,46496.0,28.8
31543,4483.0,36648.0,43.4
31544,423.0,58158.0,46.8
31545,15125.0,41670.0,38.0
31546,8629.0,65035.0,40.3
31547,1524.0,,21.3
31548,23541.0,71464.0,34.3
31549,1643.0,33906.0,46.8
31550,816.0,68472.0,54.1
31551,982.0,43676.0,44.1
31552,991.0,44224.0,45.3
31553,4726.0,43348.0,39.3
31554,7698.0,50400.0,34.3
31555,3292.0,53438.0,45.3
31556,70.0,,35.4
31557,3698.0,46681.0,41.3
31558,22179.0,68360.0,32.9
31560,2653.0,44906.0,34.7
31561,210.0,87125.0,69.4
31562,2481.0,42292.0,38.6
31563,1423.0,52083.0,41.9
31565,2230.0,56563.0,46.3
31566,3957.0,33785.0,38.4
31567,1164.0,,48.2
31568,421.0,51759.0,57.1
31569,5110.0,63810.0,41.8
31601,31587.0,32903.0,30.8
31602,36019.0,50502.0,29.7
31605,23883.0,69437.0,30.6
31606,3652.0,47585.0,39.4
31620,11334.0,48177.0,37.1
31622,1805.0,47500.0,45.3
31623,488.0,28917.0,30.8
31624,1612.0,42273.0,37.6
31625,895.0,79103.0,40.8
31626,3179.0,54464.0,48.3
31627,263.0,39000.0,42.8
31629,1172.0,59545.0,42.4
31630,442.0,35243.0,42.6
31631,544.0,68428.0,39.8
31632,14707.0,80613.0,35.0
31634,5329.0,47778.0,38.1
31635,7278.0,40704.0,34.9
31636,10296.0,60280.0,37.1
31637,3003.0,59097.0,35.4
31638,1136.0,28421.0,49.5
31639,10266.0,50833.0,40.0
31641,1727.0,37875.0,52.4
31642,4432.0,39028.0,31.3
31643,9808.0,40250.0,41.5
31645,4765.0,61806.0,31.1
31647,3270.0,42938.0,36.0
31648,808.0,39333.0,38.0
31649,880.0,,40.6
31650,3369.0,43804.0,43.4
31698,821.0,,18.9
31699,685.0,,21.5
31701,16667.0,32611.0,40.4
31704,159.0,,21.3
31705,30130.0,36805.0,32.9
31707,25119.0,47286.0,35.0
31709,16442.0,37915.0,29.9
31711,822.0,37917.0,42.6
31712,1320.0,78016.0,49.8
31714,6267.0,38815.0,41.2
31716,2810.0,54300.0,48.6
31719,7941.0,40600.0,39.9
31720,347.0,28056.0,51.0
31721,19453.0,76243.0,44.4
31722,724.0,51518.0,39.3
31730,8351.0,48527.0,42.3
31733,1339.0,48750.0,42.9
31735,544.0,38889.0,63.1
31738,2808.0,62880.0,37.7
31743,488.0,38286.0,22.3
31744,2981.0,66377.0,39.5
31747,232.0,50192.0,27.3
31749,2513.0,39274.0,39.3
31750,17957.0,37972.0,39.0
31753,54.0,,36.9
31756,1460.0,,52.3
31757,11577.0,74653.0,38.6
31763,28118.0,81838.0,35.7
31764,1746.0,81468.0,54.0
31765,2585.0,40938.0,38.6
31768,21299.0,44113.0,37.1
31771,6890.0,59038.0,34.8
31772,482.0,51467.0,57.7
31773,4181.0,69286.0,48.3
31774,6150.0,45625.0,38.8
31775,3255.0,54797.0,38.6
31778,2603.0,61439.0,47.2
31779,9576.0,38571.0,37.1
31780,1887.0,36613.0,42.0
31781,2384.0,35547.0,30.6
31783,1564.0,52885.0,43.4
31784,874.0,34673.0,32.1
31787,1231.0,72313.0,42.7
31788,10598.0,47875.0,37.5
31789,1281.0,45539.0,37.6
31790,2347.0,52837.0,35.3
31791,11240.0,58952.0,40.7
31792,23013.0,46414.0,38.5
31793,9370.0,73070.0,37.2
31794,27873.0,46613.0,36.7
31795,1770.0,38021.0,43.0
31796,1038.0,50216.0,44.8
31798,1432.0,42234.0,39.1
31801,2907.0,51810.0,51.7
31803,4599.0,44493.0,41.1
31804,6399.0,97361.0,44.0
31805,1961.0,43646.0,45.2
31806,4345.0,54429.0,39.3
31807,2368.0,99469.0,42.3
31808,8573.0,96970.0,39.4
31810,177.0,,50.8
31811,6019.0,91941.0,39.8
31812,576.0,48417.0,53.0
31815,3064.0,45000.0,34.9
31816,5159.0,48728.0,41.0
31820,13004.0,106131.0,41.5
31821,60.0,,78.5
31822,5477.0,59231.0,44.1
31823,562.0,69211.0,58.2
31824,1233.0,27192.0,44.4
31825,2670.0,42077.0,38.0
31826,2098.0,72593.0,40.1
31827,1958.0,46632.0,49.3
31829,1678.0,130702.0,39.4
31830,2315.0,60692.0,50.6
31831,3553.0,67391.0,44.8
31832,130.0,,53.8
31833,6660.0,60397.0,40.5
31836,814.0,46711.0,57.9
31901,5793.0,39865.0,39.0
31903,20404.0,27926.0,32.0
31904,34301.0,62089.0,37.9
31905,16419.0,68635.0,22.6
31906,20227.0,38647.0,37.6
31907,62140.0,53099.0,35.5
31909,39578.0,66488.0,34.2
32003,29810.0,117414.0,47.0
32008,6338.0,45118.0,39.7
32009,3582.0,74098.0,40.1
32011,15006.0,70215.0,41.6
32013,117.0,,40.0
32024,20155.0,63013.0,43.0
32025,23193.0,51081.0,38.6
32026,2269.0,,46.1
32033,4704.0,81160.0,52.5
32034,40026.0,95869.0,54.4
32038,10208.0,50098.0,51.2
32040,8235.0,66182.0,35.6
32043,31705.0,76405.0,39.8
32044,2026.0,42693.0,35.8
32046,11042.0,69153.0,39.2
32052,8053.0,50284.0,41.4
32053,3706.0,37965.0,43.0
32054,12598.0,65893.0,39.5
32055,16175.0,50461.0,38.7
32058,4607.0,57716.0,39.4
32059,2641.0,48362.0,49.1
32060,22505.0,52463.0,44.5
32061,59.0,,55.5
32062,1783.0,41200.0,39.9
32063,14289.0,68750.0,38.0
32064,7641.0,39931.0,40.2
32065,40035.0,91770.0,35.7
32066,6875.0,58845.0,40.8
32068,57372.0,81030.0,39.4
32071,3219.0,43510.0,44.7
32072,37.0,,66.7
32073,42135.0,70975.0,40.5
32079,439.0,56250.0,81.4
32080,21167.0,87285.0,58.5
32081,24368.0,129875.0,40.5
32082,28697.0,121484.0,51.9
32083,2392.0,58438.0,40.8
32084,36129.0,67727.0,43.8
32086,33817.0,70571.0,49.6
32087,5240.0,66056.0,37.2
32091,16729.0,51890.0,38.4
32092,45098.0,113589.0,41.6
32094,3718.0,64559.0,36.6
32095,16419.0,111084.0,42.1
32096,2875.0,46875.0,40.3
32097,21778.0,83933.0,37.7
32102,2224.0,52415.0,55.4
32110,9424.0,50528.0,47.0
32112,8002.0,42459.0,41.3
32113,5386.0,41750.0,50.4
32114,35583.0,40726.0,34.1
32117,29720.0,49848.0,41.4
32118,18141.0,52765.0,58.4
32119,22935.0,51484.0,47.6
32124,7992.0,83354.0,49.9
32127,27908.0,65230.0,53.6
32128,21829.0,77589.0,48.3
32129,23543.0,60390.0,45.4
32130,5561.0,56579.0,44.1
32131,4381.0,60850.0,46.7
32132,8012.0,48925.0,58.0
32133,732.0,134187.0,51.2
32134,7076.0,42788.0,57.6
32136,8349.0,65772.0,59.7
32137,46970.0,73689.0,55.0
32139,791.0,58385.0,60.4
32140,1727.0,,40.1
32141,18683.0,61456.0,52.2
32145,5553.0,64868.0,39.2
32147,1427.0,29671.0,40.1
32148,10923.0,43891.0,45.4
32157,876.0,36042.0,38.0
32159,30111.0,55244.0,68.4
32162,52752.0,71894.0,73.8
32163,27953.0,89192.0,69.6
